CodeInsee;Gagnant
65178;FILLON
80351;LE PEN
65179;MÉLENCHON
65180;MACRON
47103;LE PEN
65181;MACRON
52207;LE PEN
70254;LE PEN
36080;FILLON
47104;LE PEN
32134;LE PEN
22179;MACRON
49144;FILLON
5058;LE PEN
57235;LE PEN
15072;MACRON
81097;MACRON
81098;LE PEN
83061;LE PEN
68097;LE PEN
59252;FILLON
95253;MACRON
95254;LE PEN
54210;LE PEN
55196;LE PEN
57236;LE PEN
57237;LE PEN
62353;LE PEN
88184;LE PEN
80352;LE PEN
54211;LE PEN
62354;FILLON
88185;LE PEN
88186;LE PEN
76282;MACRON
78255;LE PEN
27267;LE PEN
73119;MACRON
60255;LE PEN
21286;FILLON
88187;LE PEN
14287;MACRON
95256;MACRON
76283;LE PEN
10161;FILLON
28162;LE PEN
28163;LE PEN
76284;LE PEN
61180;LE PEN
28164;LE PEN
72138;FILLON
60256;LE PEN
27269;LE PEN
14289;LE PEN
27270;LE PEN
60257;LE PEN
76285;MACRON
2333;LE PEN
21287;LE PEN
41094;LE PEN
89183;LE PEN
94034;MACRON
70255;LE PEN
55197;LE PEN
57238;LE PEN
2332;LE PEN
55198;LE PEN
62355;LE PEN
80353;LE PEN
52208;LE PEN
59253;LE PEN
77196;LE PEN
80354;MACRON
80355;MACRON
27271;LE PEN
14290;MÉLENCHON
14291;FILLON
62356;LE PEN
60258;LE PEN
54212;LE PEN
62357;FILLON
80356;LE PEN
80357;LE PEN
80358;LE PEN
62358;LE PEN
60259;LE PEN
76286;LE PEN
60260;LE PEN
10162;LE PEN
2334;LE PEN
60261;LE PEN
80359;LE PEN
47105;LE PEN
76287;LE PEN
30119;LE PEN
59254;LE PEN
2335;LE PEN
70256;LE PEN
23087;FILLON
80360;LE PEN
88188;LE PEN
59255;LE PEN
62359;LE PEN
79129;MACRON
50194;MACRON
73120;FILLON
41095;LE PEN
62360;LE PEN
70257;LE PEN
28165;LE PEN
59256;MACRON
77197;LE PEN
60263;LE PEN
80361;MÉLENCHON
80362;LE PEN
71207;LE PEN
76288;LE PEN
62361;LE PEN
88189;LE PEN
45150;FILLON
62362;LE PEN
62363;FILLON
57239;LE PEN
43097;FILLON
43098;MACRON
9126;MÉLENCHON
57240;LE PEN
7092;FILLON
28166;LE PEN
80364;LE PEN
54213;LE PEN
57241;LE PEN
80365;LE PEN
76290;LE PEN
80366;LE PEN
15073;FILLON
67145;FILLON
2336;LE PEN
68098;LE PEN
67146;LE PEN
51262;LE PEN
80367;LE PEN
80368;LE PEN
88190;LE PEN
76291;LE PEN
60264;MACRON
68099;LE PEN
67147;LE PEN
38175;MACRON
80369;LE PEN
67148;LE PEN
70258;LE PEN
90051;LE PEN
2337;LE PEN
70259;LE PEN
25261;LE PEN
85095;LE PEN
2338;LE PEN
55199;MÉLENCHON
60265;LE PEN
54214;LE PEN
21288;LE PEN
8183;LE PEN
59257;FILLON
87068;LE PEN
51263;LE PEN
53101;FILLON
55200;LE PEN
55201;LE PEN
77198;FILLON
8184;LE PEN
52211;LE PEN
31199;MÉLENCHON
33174;FILLON
33175;LE PEN
46116;MACRON
71208;LE PEN
69090;FILLON
71209;LE PEN
39244;MACRON
79130;MACRON
73121;LE PEN
34108;LE PEN
31200;LE PEN
31201;LE PEN
31202;LE PEN
38176;LE PEN
52212;LE PEN
44061;FILLON
70260;LE PEN
70261;MACRON
54215;LE PEN
95258;MACRON
31203;MACRON
54216;LE PEN
80371;LE PEN
86102;LE PEN
80372;LE PEN
43099;MÉLENCHON
62364;LE PEN
43100;LE PEN
28167;LE PEN
76292;LE PEN
25262;FILLON
77199;LE PEN
66085;LE PEN
71210;FILLON
10163;FILLON
68100;LE PEN
76293;LE PEN
89184;LE PEN
8185;LE PEN
47106;LE PEN
14293;LE PEN
67149;LE PEN
67150;FILLON
5060;MÉLENCHON
23192;MÉLENCHON
21289;MÉLENCHON
18097;MACRON
32135;LE PEN
31204;MÉLENCHON
55202;LE PEN
13040;LE PEN
72139;FILLON
40101;MACRON
33176;LE PEN
40102;MACRON
64227;MACRON
64228;FILLON
34109;LE PEN
24192;MACRON
9127;MACRON
12106;FILLON
48067;MÉLENCHON
48068;LE PEN
61181;LE PEN
58120;MÉLENCHON
95259;FILLON
27273;FILLON
35117;LE PEN
24193;LE PEN
46117;MACRON
31205;MACRON
30120;LE PEN
93032;MACRON
35118;MACRON
30121;MÉLENCHON
81099;MÉLENCHON
12107;MACRON
31206;LE PEN
65182;MACRON
33177;LE PEN
74133;MACRON
76295;LE PEN
40103;LE PEN
27275;LE PEN
78261;MACRON
76296;MÉLENCHON
33178;LE PEN
11158;LE PEN
11159;LE PEN
9128;MÉLENCHON
30122;LE PEN
87069;LE PEN
62365;LE PEN
65183;MACRON
47107;LE PEN
34110;LE PEN
9129;MACRON
65184;MÉLENCHON
68101;FILLON
12108;MACRON
33179;LE PEN
32136;LE PEN
31207;MÉLENCHON
11160;MÉLENCHON
28168;LE PEN
30123;LE PEN
78262;FILLON
80373;LE PEN
27276;LE PEN
40104;MACRON
64229;LASSALLE
78263;FILLON
78264;FILLON
67151;LE PEN
64230;MACRON
9130;MACRON
4091;LE PEN
76297;LE PEN
61182;LE PEN
2339;LE PEN
57242;LE PEN
34111;MÉLENCHON
3118;LE PEN
3119;FILLON
60268;LE PEN
33180;MACRON
31208;MÉLENCHON
76298;MACRON
5061;MACRON
80374;LE PEN
61183;FILLON
31209;LE PEN
78265;FILLON
28169;MACRON
28170;MACRON
9131;MACRON
16146;MACRON
14294;MACRON
92033;FILLON
58121;LE PEN
58122;LE PEN
13041;LE PEN
5053;LE PEN
18098;LE PEN
33181;LE PEN
65185;MACRON
16147;LE PEN
11161;MACRON
24194;LE PEN
31210;MACRON
40105;MÉLENCHON
27278;LE PEN
77200;FILLON
83064;LE PEN
82063;LE PEN
31211;LE PEN
84047;LE PEN
78267;LE PEN
95268;MÉLENCHON
36081;MÉLENCHON
31212;MACRON
82064;FILLON
18099;LE PEN
31213;MÉLENCHON
64231;MACRON
29059;MÉLENCHON
64232;MACRON
64233;MACRON
3120;LE PEN
28171;FILLON
1167;LE PEN
30125;LE PEN
64234;FILLON
32138;FILLON
57244;LE PEN
81100;LE PEN
40106;MACRON
34112;MACRON
81102;MACRON
30126;LE PEN
64235;FILLON
40107;MÉLENCHON
6063;MACRON
23088;LE PEN
28172;LE PEN
27279;LE PEN
82065;LE PEN
83065;FILLON
40108;LE PEN
53102;FILLON
77201;LE PEN
28173;MACRON
39245;LE PEN
50195;LE PEN
50196;FILLON
6064;LE PEN
48069;MÉLENCHON
45151;LE PEN
62366;LE PEN
62367;LE PEN
2340;LE PEN
27280;LE PEN
60269;LE PEN
65186;MÉLENCHON
62368;LE PEN
9132;LE PEN
32139;MACRON
27281;LE PEN
24195;MÉLENCHON
30127;LE PEN
32140;FILLON
47108;LE PEN
40109;MACRON
32141;FILLON
31215;MACRON
33182;LE PEN
33183;LE PEN
65187;LE PEN
22060;FILLON
80375;LE PEN
27282;LE PEN
65192;MÉLENCHON
32142;FILLON
47109;LE PEN
57245;MACRON
50197;FILLON
62369;LE PEN
56062;MACRON
14297;MACRON
65189;LE PEN
51265;LE PEN
64236;LE PEN
32143;LE PEN
65190;MÉLENCHON
32144;MÉLENCHON
78269;FILLON
65191;LE PEN
40110;MACRON
17171;LE PEN
79131;LE PEN
32145;MÉLENCHON
50198;FILLON
14298;LE PEN
36082;LE PEN
68102;LE PEN
68103;FILLON
67152;MACRON
68104;LE PEN
67153;LE PEN
54217;LE PEN
10164;LE PEN
54218;LE PEN
28177;LE PEN
54219;LE PEN
63163;LE PEN
25263;LE PEN
64237;MACRON
40111;MÉLENCHON
57246;LE PEN
88192;LE PEN
88193;LE PEN
65193;MÉLENCHON
21290;LE PEN
13042;FILLON
45152;FILLON
31216;MÉLENCHON
88194;LE PEN
25264;LE PEN
54220;LE PEN
17172;LE PEN
16148;LE PEN
95270;LE PEN
69277;MACRON
9133;MACRON
21291;MACRON
69278;MACRON
86103;MACRON
88195;LE PEN
39246;LE PEN
82066;LE PEN
59258;MACRON
71212;MACRON
30128;LE PEN
33184;LE PEN
30129;MÉLENCHON
65194;MACRON
11162;MÉLENCHON
7093;MÉLENCHON
44223;MACRON
50199;FILLON
25265;MACRON
70262;LE PEN
70263;LE PEN
52213;FILLON
25266;LE PEN
95271;MACRON
55204;LE PEN
42225;MACRON
37111;FILLON
24196;MACRON
33185;LE PEN
26139;MACRON
21292;LE PEN
25267;LE PEN
62370;LE PEN
53104;FILLON
35119;MACRON
49149;MACRON
3121;LE PEN
79132;FILLON
14299;FILLON
92036;MÉLENCHON
39247;LE PEN
30130;MÉLENCHON
31217;MACRON
65195;MACRON
16149;MÉLENCHON
23089;LE PEN
17174;LE PEN
86104;LE PEN
1169;LE PEN
18100;LE PEN
71214;LE PEN
33186;LE PEN
65196;LE PEN
82067;FILLON
31218;MÉLENCHON
16150;MACRON
31219;LE PEN
16151;MACRON
80376;MACRON
94037;MÉLENCHON
23090;MÉLENCHON
60270;LE PEN
70264;LE PEN
1171;FILLON
50200;FILLON
64238;MACRON
65197;MACRON
39248;MACRON
88196;MACRON
10165;LE PEN
73122;MACRON
88197;FILLON
57247;LE PEN
54221;LE PEN
88198;LE PEN
60271;FILLON
54222;LE PEN
55206;LE PEN
2341;LE PEN
65198;MACRON
64239;MACRON
64240;MACRON
2342;LE PEN
21293;LE PEN
71215;LE PEN
21294;LE PEN
65199;MACRON
71216;FILLON
2343;FILLON
51266;MACRON
52216;LE PEN
28178;FILLON
52217;LE PEN
52218;LE PEN
25268;FILLON
58123;FILLON
17175;LE PEN
39249;LE PEN
70265;LE PEN
51267;FILLON
89186;LE PEN
45153;LE PEN
77203;FILLON
18101;MÉLENCHON
77204;LE PEN
58124;LE PEN
51268;LE PEN
54223;LE PEN
52219;DUPONT-AIGNAN
71217;LE PEN
25269;LE PEN
79133;MACRON
8186;LE PEN
54224;FILLON
65200;MACRON
8187;LE PEN
64241;MACRON
76299;LE PEN
14300;FILLON
67154;LE PEN
67155;LE PEN
39250;MACRON
26380;LE PEN
76300;LE PEN
55207;LE PEN
63164;MACRON
53105;MACRON
55208;FILLON
72141;FILLON
8188;LE PEN
64242;MACRON
56063;MACRON
9134;MACRON
53106;FILLON
77205;LE PEN
44063;MACRON
65201;MACRON
67156;LE PEN
64243;MACRON
64244;MACRON
35120;MACRON
70267;LE PEN
55258;LE PEN
39251;LE PEN
25270;FILLON
21295;LE PEN
21296;LE PEN
39252;LE PEN
1173;MACRON
26140;LE PEN
65202;MACRON
80377;LE PEN
65203;MÉLENCHON
70268;MÉLENCHON
54225;LE PEN
59259;MACRON
59260;LE PEN
63165;MACRON
54226;LE PEN
31220;LE PEN
2345;FILLON
14301;MÉLENCHON
71218;FILLON
17176;FILLON
40112;MACRON
45154;LE PEN
61189;LE PEN
45155;LE PEN
58125;LE PEN
38179;MACRON
41097;LE PEN
52220;FILLON
74135;LE PEN
51269;LE PEN
91272;MACRON
34113;LE PEN
34114;MÉLENCHON
46118;MACRON
84048;LE PEN
13043;LE PEN
63166;MACRON
88199;LE PEN
88200;FILLON
39253;LE PEN
89187;FILLON
51270;LE PEN
71219;LE PEN
84049;FILLON
4093;LE PEN
26141;MÉLENCHON
46119;FILLON
81103;MÉLENCHON
68105;FILLON
6066;LE PEN
7094;MÉLENCHON
7095;LE PEN
52221;FILLON
52222;LE PEN
28180;LE PEN
25271;FILLON
52223;FILLON
39254;LE PEN
38180;LE PEN
21297;FILLON
73124;MACRON
71220;LE PEN
60272;LE PEN
82068;LE PEN
32146;LE PEN
63167;MÉLENCHON
55210;FILLON
19085;MACRON
16152;MACRON
32147;MACRON
58126;LE PEN
61190;FILLON
82069;MÉLENCHON
83066;LE PEN
80378;LE PEN
11163;LE PEN
55211;LE PEN
46120;MACRON
11164;LE PEN
24197;MACRON
11165;MACRON
46121;MACRON
46122;MÉLENCHON
51271;LE PEN
15074;MACRON
23091;MACRON
3122;MÉLENCHON
46123;MACRON
88201;LE PEN
54227;LE PEN
60273;MACRON
55212;LE PEN
88202;LE PEN
88203;LE PEN
70269;LE PEN
77206;LE PEN
15075;LE PEN
54228;LE PEN
88205;FILLON
45156;LE PEN
89188;LE PEN
90052;LE PEN
1174;FILLON
88206;LE PEN
8189;LE PEN
33187;LE PEN
77207;LE PEN
91273;LE PEN
81104;MACRON
36083;FILLON
58127;LE PEN
32148;MACRON
33188;MACRON
27284;LE PEN
12109;MACRON
21298;LE PEN
21299;FILLON
21300;MÉLENCHON
89189;LE PEN
18102;LE PEN
62371;LE PEN
62372;LE PEN
62373;LE PEN
27285;FILLON
27286;LE PEN
8190;MÉLENCHON
8191;LE PEN
69091;MÉLENCHON
45157;LE PEN
85100;FILLON
55214;LE PEN
17178;FILLON
8192;LE PEN
8193;LE PEN
71221;MACRON
89190;LE PEN
57248;LE PEN
51272;LE PEN
51273;FILLON
51274;FILLON
86105;MÉLENCHON
37112;LE PEN
39255;FILLON
2346;LE PEN
59261;LE PEN
60274;LE PEN
63168;MÉLENCHON
8194;LE PEN
25273;LE PEN
2347;LE PEN
89191;LE PEN
26142;MÉLENCHON
87071;MACRON
46124;MACRON
87072;MÉLENCHON
51275;LE PEN
21301;LE PEN
14302;FILLON
82070;MACRON
57249;MACRON
60275;LE PEN
25274;LE PEN
69092;FILLON
15076;FILLON
79134;LE PEN
23092;MACRON
86106;MACRON
25275;LE PEN
27287;LE PEN
80379;MACRON
22061;MÉLENCHON
54229;LE PEN
66086;LE PEN
14303;LE PEN
27288;LE PEN
7096;MACRON
7097;LE PEN
58128;MÉLENCHON
82071;MACRON
60276;LE PEN
76302;LE PEN
59262;LE PEN
61192;LE PEN
88208;LE PEN
67159;LE PEN
67160;LE PEN
64245;MÉLENCHON
57250;LE PEN
59263;LE PEN
54230;MACRON
59264;LE PEN
28182;LE PEN
57251;LE PEN
60277;LE PEN
60278;LE PEN
88209;LE PEN
68106;LE PEN
82072;LE PEN
12110;FILLON
50207;FILLON
41098;LE PEN
57252;LE PEN
22062;LE PEN
64246;MACRON
91274;MACRON
91275;MACRON
62374;LE PEN
62375;LE PEN
78276;LE PEN
59265;LE PEN
22063;LE PEN
68107;FILLON
28183;LE PEN
76303;LE PEN
21302;LE PEN
8195;LE PEN
38181;MACRON
52225;LE PEN
59266;MACRON
25277;LE PEN
25276;FILLON
16153;FILLON
16154;MACRON
54231;LE PEN
55215;LE PEN
45158;LE PEN
54232;LE PEN
60279;LE PEN
57253;LE PEN
54233;FILLON
32149;LE PEN
95277;MÉLENCHON
65204;MACRON
83067;LE PEN
50208;LE PEN
76304;LE PEN
76305;MÉLENCHON
62376;LE PEN
59267;LE PEN
76306;LE PEN
14306;FILLON
76307;LE PEN
50209;MACRON
14304;FILLON
14305;FILLON
76308;LE PEN
25278;LE PEN
47110;LE PEN
76309;FILLON
40113;MACRON
6067;LE PEN
54234;LE PEN
84050;FILLON
80380;LE PEN
44064;MACRON
50210;LE PEN
80381;LE PEN
48146;MACRON
88210;LE PEN
33189;FILLON
34115;MACRON
87073;MACRON
1175;LE PEN
53107;FILLON
46125;MACRON
57254;LE PEN
62377;LE PEN
35121;MACRON
57255;LE PEN
64247;MACRON
67161;FILLON
67162;LE PEN
77208;LE PEN
33190;FILLON
22064;MACRON
65205;MACRON
31221;FILLON
31222;MACRON
30131;LE PEN
2349;LE PEN
2350;LE PEN
22065;MACRON
43101;MACRON
31223;LE PEN
65206;MACRON
82073;LE PEN
29060;MACRON
29061;MACRON
86107;MÉLENCHON
29062;MACRON
61474;FILLON
67163;FILLON
25279;LE PEN
70271;LE PEN
28184;LE PEN
3124;FILLON
46126;MACRON
61194;LE PEN
29063;MACRON
9135;MACRON
19086;MACRON
58129;FILLON
84051;FILLON
29064;MACRON
25280;FILLON
14307;MACRON
27290;LE PEN
76311;LE PEN
78278;FILLON
55216;LE PEN
40114;MACRON
9136;MACRON
60280;LE PEN
31224;LE PEN
15077;FILLON
6068;LE PEN
7098;MÉLENCHON
46127;MACRON
71222;FILLON
19087;MÉLENCHON
51276;FILLON
79135;FILLON
70272;LE PEN
65207;MÉLENCHON
56065;MACRON
56066;MACRON
29065;MACRON
36084;LE PEN
76312;LE PEN
27291;FILLON
60281;MACRON
93033;FILLON
33191;LE PEN
11166;MÉLENCHON
16156;LE PEN
17180;LE PEN
55217;LE PEN
28185;LE PEN
95280;MÉLENCHON
2351;FILLON
40115;MÉLENCHON
78281;MACRON
14308;FILLON
31225;MACRON
12111;MÉLENCHON
24199;LE PEN
40116;MACRON
63171;MÉLENCHON
32150;FILLON
77209;FILLON
62378;MACRON
50214;LE PEN
60282;FILLON
50215;MACRON
14309;LE PEN
32151;LE PEN
25281;LE PEN
25282;FILLON
25283;FILLON
2352;LE PEN
76313;MACRON
62379;LE PEN
62381;LE PEN
60283;LE PEN
62382;LE PEN
62380;LE PEN
62383;LE PEN
95282;FILLON
59269;LE PEN
31226;MÉLENCHON
23093;LE PEN
35123;MACRON
54235;LE PEN
67164;LE PEN
80383;LE PEN
31227;MACRON
34116;MÉLENCHON
18103;LE PEN
22067;MACRON
22068;LE PEN
33192;MACRON
52227;FILLON
31228;MACRON
50216;LE PEN
65208;MACRON
76314;LE PEN
62384;LE PEN
14310;LE PEN
76315;LE PEN
14311;MACRON
76316;LE PEN
76317;LE PEN
34117;MÉLENCHON
42101;LE PEN
46128;MACRON
11167;MÉLENCHON
84052;FILLON
42102;FILLON
70273;LE PEN
12113;FILLON
82074;FILLON
21304;FILLON
21305;LE PEN
88212;LE PEN
27105;LE PEN
44065;FILLON
24200;MACRON
27295;LE PEN
76318;LE PEN
14312;LE PEN
8196;LE PEN
52228;LE PEN
72142;LE PEN
78283;FILLON
56067;MACRON
44066;MACRON
25284;MÉLENCHON
25285;FILLON
25286;FILLON
1177;MÉLENCHON
76319;MÉLENCHON
76320;LE PEN
80384;LE PEN
70274;LE PEN
39258;FILLON
59271;MÉLENCHON
63172;LE PEN
54236;LE PEN
59270;LE PEN
25287;MACRON
67165;LE PEN
25289;LE PEN
59272;LE PEN
35124;MACRON
60284;LE PEN
8197;LE PEN
17181;LE PEN
85102;LE PEN
80385;MACRON
2353;LE PEN
50391;FILLON
8198;LE PEN
77211;LE PEN
48070;FILLON
2354;LE PEN
63173;MÉLENCHON
69093;FILLON
2665;LE PEN
60287;LE PEN
62385;LE PEN
88215;LE PEN
88214;MACRON
19088;MÉLENCHON
63174;MÉLENCHON
48071;FILLON
71224;FILLON
70275;LE PEN
2783;LE PEN
90053;LE PEN
10167;LE PEN
88216;LE PEN
60285;LE PEN
27297;LE PEN
60286;LE PEN
26144;MÉLENCHON
11168;MÉLENCHON
39259;MÉLENCHON
45159;LE PEN
71225;LE PEN
88218;LE PEN
24202;FILLON
70276;LE PEN
70277;LE PEN
26379;LE PEN
25293;FILLON
51279;LE PEN
47111;LE PEN
14316;FILLON
38183;LE PEN
13044;LE PEN
50218;MACRON
79137;MACRON
7099;MÉLENCHON
16158;LE PEN
6069;LE PEN
67166;LE PEN
47112;LE PEN
31229;LE PEN
31230;MACRON
80386;LE PEN
50219;MACRON
51280;FILLON
80387;LE PEN
70278;LE PEN
81105;LE PEN
51281;LE PEN
76323;LE PEN
59273;LE PEN
57256;LE PEN
27298;LE PEN
16297;FILLON
13045;LE PEN
7100;MÉLENCHON
27299;LE PEN
77212;LE PEN
70279;LE PEN
33193;MÉLENCHON
39261;MÉLENCHON
14318;MACRON
70280;LE PEN
47113;LE PEN
31231;MÉLENCHON
43102;LE PEN
81106;MÉLENCHON
53109;MACRON
46129;MÉLENCHON
13046;LE PEN
80388;LE PEN
80389;LE PEN
39262;LE PEN
72144;FILLON
11169;MÉLENCHON
76324;LE PEN
57257;FILLON
60288;LE PEN
55218;LE PEN
76325;LE PEN
31232;MACRON
40117;MACRON
52229;LE PEN
21306;LE PEN
38184;LE PEN
62386;LE PEN
67167;LE PEN
45160;LE PEN
43103;MACRON
57258;LE PEN
38185;MÉLENCHON
58130;LE PEN
14319;MACRON
6070;LE PEN
4094;LE PEN
31233;MACRON
21307;MÉLENCHON
73127;MACRON
38186;FILLON
78285;FILLON
67168;LE PEN
77214;FILLON
73128;MACRON
73129;LE PEN
77215;LE PEN
76327;LE PEN
88219;FILLON
62387;LE PEN
71226;MACRON
60289;LE PEN
17183;LE PEN
46130;MACRON
53110;FILLON
43104;LE PEN
46131;MÉLENCHON
48072;MÉLENCHON
47114;LE PEN
65209;MACRON
69094;MACRON
69095;LE PEN
42105;FILLON
33194;LE PEN
49155;FILLON
42106;LE PEN
77216;LE PEN
2355;LE PEN
1179;LE PEN
67169;LE PEN
68109;LE PEN
67172;LE PEN
67173;FILLON
26146;FILLON
76328;LE PEN
24205;MÉLENCHON
33195;LE PEN
21308;LE PEN
73130;LE PEN
88220;LE PEN
62388;LE PEN
69096;MÉLENCHON
91286;MÉLENCHON
84053;LE PEN
1180;FILLON
55219;LE PEN
55220;LE PEN
83068;FILLON
89194;LE PEN
14320;LE PEN
50221;LE PEN
54237;LE PEN
62389;FILLON
57259;FILLON
54238;LE PEN
54239;LE PEN
21309;LE PEN
45161;LE PEN
2356;LE PEN
82075;LE PEN
95287;FILLON
77217;LE PEN
77218;LE PEN
24206;FILLON
80390;LE PEN
80391;LE PEN
8200;LE PEN
62390;MACRON
18104;LE PEN
1181;LE PEN
74137;FILLON
56069;MACRON
24207;MACRON
18105;LE PEN
89195;LE PEN
2357;FILLON
57260;LE PEN
25298;LE PEN
21310;FILLON
21311;LE PEN
85103;MACRON
19089;MÉLENCHON
95288;MACRON
1338;LE PEN
27300;LE PEN
90054;MACRON
90055;LE PEN
7101;MÉLENCHON
57261;LE PEN
78289;FILLON
54240;LE PEN
27301;LE PEN
18106;LE PEN
57262;LE PEN
50222;LE PEN
80392;LE PEN
2358;LE PEN
39263;MÉLENCHON
76329;LE PEN
76330;LE PEN
85104;LE PEN
88221;LE PEN
74138;MACRON
2359;LE PEN
76331;LE PEN
11170;LE PEN
76332;LE PEN
24208;LE PEN
57263;LE PEN
80393;LE PEN
71227;FILLON
59275;FILLON
68110;LE PEN
65210;MÉLENCHON
8201;LE PEN
28187;LE PEN
62391;LE PEN
65211;MACRON
65212;MÉLENCHON
9137;MÉLENCHON
52230;LE PEN
57264;LE PEN
68111;FILLON
57265;MACRON
57266;LE PEN
57268;LE PEN
68112;LE PEN
72146;FILLON
8202;LE PEN
56070;LE PEN
50223;FILLON
56071;LE PEN
56072;LE PEN
62392;FILLON
68113;LE PEN
44067;MACRON
56073;MACRON
62393;LE PEN
57269;LE PEN
29066;MACRON
56074;LE PEN
22069;FILLON
44068;MÉLENCHON
57271;MACRON
61197;FILLON
56075;FILLON
44069;FILLON
77219;LE PEN
80395;LE PEN
77220;LE PEN
1183;LE PEN
23096;MACRON
71228;LE PEN
58131;LE PEN
47115;LE PEN
22158;MACRON
29067;MACRON
57272;LE PEN
77221;MACRON
56076;LE PEN
78290;LE PEN
27304;LE PEN
14322;FILLON
55221;LE PEN
61198;FILLON
57273;MACRON
57274;LE PEN
76333;LE PEN
78291;LE PEN
80396;LE PEN
59276;LE PEN
86109;LE PEN
57275;LE PEN
64249;MACRON
80397;LE PEN
71230;MÉLENCHON
76334;LE PEN
76335;LE PEN
76336;MACRON
51282;FILLON
68114;LE PEN
68115;LE PEN
88222;LE PEN
54241;LE PEN
88223;LE PEN
91292;MACRON
27306;MACRON
64250;MÉLENCHON
35126;MACRON
29068;MACRON
56078;MACRON
60290;LE PEN
80399;MACRON
35127;MACRON
77222;LE PEN
45162;LE PEN
91293;LE PEN
2360;LE PEN
8203;LE PEN
62395;LE PEN
29069;MACRON
29070;MACRON
7102;MACRON
33196;FILLON
56079;LE PEN
80400;LE PEN
6071;LE PEN
80401;LE PEN
91294;LE PEN
5065;MÉLENCHON
28189;LE PEN
56080;LE PEN
29071;LE PEN
89197;LE PEN
25299;LE PEN
28190;LE PEN
33197;LE PEN
36085;LE PEN
45164;LE PEN
29072;MACRON
29073;MACRON
29074;MACRON
16160;FILLON
64251;MACRON
8204;LE PEN
52231;LE PEN
52232;LE PEN
62396;LE PEN
62397;LE PEN
22070;MACRON
57276;LE PEN
57277;MACRON
57278;LE PEN
29075;MACRON
35128;MACRON
35176;MACRON
58132;FILLON
95295;FILLON
60291;LE PEN
56081;MACRON
2361;LE PEN
27307;LE PEN
29077;FILLON
62398;LE PEN
81132;LE PEN
17187;LE PEN
78296;LE PEN
33198;LE PEN
22071;MACRON
2362;LE PEN
80402;MACRON
16161;LE PEN
65213;FILLON
33199;MACRON
67174;LE PEN
10169;FILLON
26147;MACRON
42107;LE PEN
19090;FILLON
67176;LE PEN
68116;LE PEN
67178;LE PEN
68117;LE PEN
67177;LE PEN
57280;LE PEN
2363;LE PEN
31235;MACRON
16162;FILLON
77223;LE PEN
89198;MACRON
21312;MACRON
21313;FILLON
64252;MACRON
64253;LE PEN
22072;LE PEN
60292;LE PEN
55222;LE PEN
59277;LE PEN
78297;MACRON
25300;FILLON
25301;FILLON
2364;LE PEN
80404;LE PEN
80403;LE PEN
52233;LE PEN
34118;FILLON
70282;LE PEN
54242;LE PEN
41099;LE PEN
10170;LE PEN
45165;LE PEN
89199;LE PEN
62399;LE PEN
40118;MACRON
74139;MÉLENCHON
74140;FILLON
54243;LE PEN
61199;LE PEN
57281;LE PEN
68118;LE PEN
65214;DUPONT-AIGNAN
52234;FILLON
27310;LE PEN
60293;MACRON
88224;LE PEN
88225;LE PEN
67179;LE PEN
88226;LE PEN
65215;MACRON
57282;MACRON
68119;LE PEN
68120;FILLON
68121;FILLON
32152;MACRON
64254;MACRON
40119;MACRON
54244;LE PEN
88227;LE PEN
8205;LE PEN
57283;LE PEN
67180;LE PEN
54245;FILLON
88228;LE PEN
80405;LE PEN
62400;LE PEN
17188;MACRON
86110;LE PEN
60294;LE PEN
55224;LE PEN
62401;LE PEN
62402;LE PEN
80406;LE PEN
59278;LE PEN
57284;LE PEN
55225;LE PEN
52235;LE PEN
62403;LE PEN
80407;FILLON
54246;LE PEN
60295;LE PEN
62404;LE PEN
80408;LE PEN
80409;LE PEN
59279;LE PEN
64255;MACRON
57286;LE PEN
80410;LE PEN
57289;LE PEN
53113;FILLON
62405;LE PEN
50228;FILLON
59280;LE PEN
80412;LE PEN
50229;FILLON
62406;LE PEN
62407;LE PEN
62408;LE PEN
8206;LE PEN
54247;FILLON
54248;LE PEN
10171;LE PEN
57290;LE PEN
57288;LE PEN
8207;LE PEN
79140;LE PEN
28191;MACRON
80413;LE PEN
54602;LE PEN
67181;FILLON
80414;LE PEN
67182;FILLON
80415;LE PEN
80416;LE PEN
57291;LE PEN
55226;MACRON
60296;LE PEN
2366;LE PEN
8208;MACRON
62409;LE PEN
57292;LE PEN
8209;LE PEN
8210;FILLON
55228;LE PEN
54249;LE PEN
51283;FILLON
55229;LE PEN
57293;LE PEN
59281;LE PEN
29078;MACRON
57294;LE PEN
60298;LE PEN
62410;LE PEN
2367;LE PEN
28192;LE PEN
2368;LE PEN
8211;LE PEN
54250;LE PEN
57295;MACRON
62411;LE PEN
95298;FILLON
80417;LE PEN
54251;LE PEN
76340;LE PEN
88229;LE PEN
2369;LE PEN
27311;LE PEN
8212;LE PEN
88230;FILLON
53114;LE PEN
80418;LE PEN
27312;FILLON
59282;LE PEN
62412;LE PEN
50230;MACRON
60299;LE PEN
60300;LE PEN
78299;MACRON
88231;LE PEN
76341;MÉLENCHON
57296;LE PEN
78300;FILLON
2370;LE PEN
80419;LE PEN
8214;LE PEN
59283;LE PEN
2371;LE PEN
88232;LE PEN
62413;LE PEN
88233;LE PEN
54252;LE PEN
80420;LE PEN
57297;LE PEN
27315;LE PEN
57298;LE PEN
52237;LE PEN
8215;LE PEN
67183;LE PEN
